 num     #instances         #bytes  class name (module)
 790:             1             48  org.apache.maven.lifecycle.internal.LifecycleStarter
 791:             1             48  org.apache.maven.plugin.DefaultPluginRealmCache$CacheKey
 792:             1             48  org.apache.maven.plugin.MojoExecution
 793:             2             48  org.apache.maven.plugin.MojoExecution$Source
 794:             1             48  org.apache.maven.project.DefaultProjectBuilder
 795:             2             48  org.apache.maven.project.ProjectBuildingRequest$RepositoryMerging
 796:             1             48  org.apache.maven.repository.legacy.LegacyRepositorySystem
 797:             2             48  org.apache.maven.session.scope.internal.SessionScope$ScopeState
 798:             1             48  org.apache.maven.settings.Mirror
 799:             3             48  org.codehaus.plexus.classworlds.strategy.SelfFirstStrategy
 800:             2             48  org.eclipse.aether.util.version.GenericVersion$Item
 801:             2             48  org.eclipse.sisu.inject.Guice4$1
 802:             2             48  org.eclipse.sisu.inject.InjectorBindings
 803:             2             48  org.eclipse.sisu.plexus.PlexusBeanBinder
 804:             2             48  org.eclipse.sisu.space.IndexedClassFinder
 805:             2             48  org.eclipse.sisu.space.URLClassSpace
 806:             2             48  org.kohsuke.args4j.spi.FileOptionHandler
 807:             1             48  org.slf4j.impl.SimpleLoggerConfiguration
 808:             2             48  sun.nio.fs.NativeBuffer$Deallocator (java.base@16.0.2)
 809:             2             48  sun.security.jca.ProviderList (java.base@16.0.2)
 810:             2             48  sun.security.jca.ProviderList$3 (java.base@16.0.2)
 811:             2             40  [Lcom.google.inject.Module;
 812:             1             40  [Ljava.lang.invoke.VarHandle$AccessType; (java.base@16.0.2)
 813:             1             40  [Ljava.time.format.SignStyle; (java.base@16.0.2)
 814:             1             40  [Ljava.time.format.TextStyle; (java.base@16.0.2)
 815:             1             40  [Ljava.util.stream.StreamOpFlag; (java.base@16.0.2)
 816:             1             40  [Lorg.eclipse.sisu.inject.QualifyingStrategy;
 817:             1             40  [Lorg.eclipse.sisu.space.BeanScanning;
 818:             1             40  [Lorg.eclipse.sisu.space.GlobberStrategy;
 819:             1             40  [Lorg.fusesource.jansi.AnsiType;
 820:             1             40  [Lorg.mariadb.jdbc.internal.util.constant.HaMode;
 821:             1             40  [Lorg.slf4j.impl.OutputChoice$OutputChoiceType;
 822:             1             40  [Lsun.util.locale.provider.LocaleProviderAdapter$Type; (java.base@16.0.2)
 823:             1             40  [[Ljava.lang.invoke.LambdaForm$Name; (java.base@16.0.2)
 824:             1             40  com.google.common.collect.AbstractMapBasedMultimap$AsMap
 825:             1             40  com.google.inject.internal.InjectorImpl$ProviderBindingImpl
 826:             1             40  com.google.inject.internal.UntargettedBindingImpl
 827:             1             40  java.io.BufferedInputStream (java.base@16.0.2)
 828:             1             40  java.lang.ArithmeticException (java.base@16.0.2)
 829:             1             40  java.lang.VirtualMachineError (java.base@16.0.2)
 830:             1             40  java.lang.invoke.BoundMethodHandle$Species_LJ (java.base@16.0.2)
 831:             1             40  java.lang.invoke.MethodHandleImpl$IntrinsicMethodHandle (java.base@16.0.2)
 832:             1             40  java.lang.invoke.VarHandleLongs$FieldInstanceReadWrite (java.base@16.0.2)
 833:             1             40  java.lang.invoke.VarHandleReferences$Array (java.base@16.0.2)
 834:             1             40  java.net.InetAddress$CachedAddresses (java.base@16.0.2)
 835:             1             40  java.net.Socket (java.base@16.0.2)
 836:             1             40  java.time.format.DateTimeFormatterBuilder (java.base@16.0.2)
 837:             1             40  java.time.format.DateTimeFormatterBuilder$FractionPrinterParser (java.base@16.0.2)
 838:             1             40  java.util.ResourceBundle$2 (java.base@16.0.2)
 839:             1             40  jdk.internal.loader.NativeLibraries$2 (java.base@16.0.2)
 840:             1             40  jdk.internal.ref.Cleaner (java.base@16.0.2)
 841:             1             40  jdk.internal.ref.CleanerImpl$CleanerCleanable (java.base@16.0.2)
 842:             1             40  org.apache.maven.artifact.handler.DefaultArtifactHandler$__sisu13
 843:             1             40  org.apache.maven.artifact.handler.DefaultArtifactHandler$__sisu9
 844:             1             40  org.apache.maven.classrealm.DefaultClassRealmManager
 845:             1             40  org.apache.maven.lifecycle.internal.DependencyContext
 846:             1             40  org.apache.maven.lifecycle.internal.LifecycleModuleBuilder
 847:             1             40  org.apache.maven.project.DefaultProjectBuildingHelper
 848:             1             40  org.apache.maven.project.artifact.DefaultMetadataSource
 849:             1             40  org.apache.maven.repository.internal.DefaultArtifactDescriptorReader
 850:             1             40  org.codehaus.plexus.util.xml.pull.EntityReplacementMap
 851:             1             40  org.eclipse.aether.util.graph.manager.ClassicDependencyManager
 852:             1             40  org.eclipse.aether.util.repository.DefaultMirrorSelector$MirrorDef
 853:             1             40  org.eclipse.sisu.plexus.PlexusLifecycleManager
 854:             1             40  org.mariadb.jdbc.UrlParser
 855:             1             40  sun.text.resources.cldr.FormatData (java.base@16.0.2)
 856:             1             40  sun.text.resources.cldr.FormatData_en (java.base@16.0.2)
 857:             1             40  sun.text.resources.cldr.ext.FormatData_en_001 (jdk.localedata@16.0.2)
 858:             1             40  sun.text.resources.cldr.ext.FormatData_en_CA (jdk.localedata@16.0.2)
 859:             1             40  sun.util.locale.InternalLocaleBuilder (java.base@16.0.2)
 860:             1             40  sun.util.resources.Bundles$1 (java.base@16.0.2)
 861:             1             40  sun.util.resources.cldr.CalendarData (java.base@16.0.2)
 862:             1             32  [Lcom.google.common.cache.LocalCache$Strength;
 863:             1             32  [Lcom.google.inject.Stage;
 864:             1             32  [Lcom.google.inject.internal.Initializer$InjectableReferenceState;
 865:             1             32  [Lcom.google.inject.internal.InjectorImpl$JitLimitation;
 866:             1             32  [Lcom.google.inject.internal.InternalFlags$IncludeStackTraceOption;
 867:             1             32  [Lcom.google.inject.internal.InternalFlags$NullableProvidesOption;
 868:             1             32  [Lcom.google.inject.spi.InjectionPoint$Position;
 869:             1             32  [Ljava.lang.module.ModuleDescriptor$Modifier; (java.base@16.0.2)
 870:             1             32  [Ljava.lang.module.ModuleDescriptor$Requires$Modifier; (java.base@16.0.2)
 871:             1             32  [Ljava.net.Proxy$Type; (java.base@16.0.2)
 872:             1             32  [Ljava.net.StandardProtocolFamily; (java.base@16.0.2)
 873:             1             32  [Ljava.text.DateFormat; (java.base@16.0.2)
 874:             1             32  [Ljava.text.Normalizer$Form; (java.base@16.0.2)
 875:             1             32  [Ljava.time.format.DateTimeFormatterBuilder$SettingsParser; (java.base@16.0.2)
 876:             1             32  [Ljava.time.format.ResolverStyle; (java.base@16.0.2)
 877:             1             32  [Ljava.time.temporal.IsoFields$Field; (java.base@16.0.2)
 878:             1             32  [Ljava.time.temporal.JulianFields$Field; (java.base@16.0.2)
 879:             1             32  [Ljava.util.regex.Pattern$Qtype; (java.base@16.0.2)
 880:             1             32  [Ljava.util.stream.StreamShape; (java.base@16.0.2)
 881:             1             32  [Ljdk.internal.icu.util.CodePointTrie$ValueWidth; (java.base@16.0.2)
 882:             1             32  [Ljdk.internal.logger.BootstrapLogger$LoggingBackend; (java.base@16.0.2)
 883:             1             32  [Ljdk.internal.module.ServicesCatalog; (java.base@16.0.2)
 884:             1             32  [Lorg.apache.maven.classrealm.ClassRealmRequest$RealmType;
 885:             1             32  [Lorg.apache.maven.model.building.ModelProblem$Version;
 886:             1             32  [Lorg.apache.maven.settings.building.SettingsProblem$Severity;
 887:             1             32  [Lorg.eclipse.aether.metadata.Metadata$Nature;
 888:             1             32  [Lorg.eclipse.sisu.bean.DeclaredMembers$View;
 889:             1             32  [Lorg.fusesource.jansi.AnsiColors;
 890:             1             32  [Lorg.fusesource.jansi.AnsiMode;
 891:             1             32  [Lsun.security.provider.NativePRNG$Variant; (java.base@16.0.2)
 892:             2             32  com.google.common.cache.LocalCache$LocalManualCache
 893:             2             32  com.google.common.collect.ComparisonChain$InactiveComparisonChain
 894:             2             32  com.google.inject.internal.Annotations$AnnotationChecker$1
 895:             1             32  com.google.inject.internal.BoundProviderFactory
 896:             2             32  com.google.inject.internal.Initializables$1
 897:             2             32  com.google.inject.internal.InjectorShell$InjectorFactory
 898:             2             32  com.google.inject.internal.InjectorShell$LoggerFactory
 899:             2             32  com.google.inject.internal.ProvisionListenerCallbackStore$1
 900:             2             32  com.google.inject.internal.TypeConverterBindingProcessor$1
 901:             2             32  com.google.inject.internal.TypeConverterBindingProcessor$2
 902:             2             32  com.google.inject.internal.TypeConverterBindingProcessor$3
 903:             2             32  com.google.inject.internal.TypeConverterBindingProcessor$4
 904:             2             32  com.google.inject.internal.WeakKeySet$1
 905:             2             32  com.google.inject.matcher.Matchers$SubclassesOf
 906:             1             32  java.io.UnixFileSystem (java.base@16.0.2)
 907:             2             32  java.lang.Boolean (java.base@16.0.2)
 908:             1             32  java.lang.Module$ArchivedData (java.base@16.0.2)
 909:             2             32  java.lang.Shutdown$Lock (java.base@16.0.2)
 910:             1             32  java.lang.module.ModuleDescriptor$Version (java.base@16.0.2)
 911:             2             32  java.nio.ByteOrder (java.base@16.0.2)
 912:             1             32  java.nio.DirectByteBuffer$Deallocator (java.base@16.0.2)
 913:             1             32  java.security.MessageDigest$Delegate$CloneableDelegate (java.base@16.0.2)
 914:             1             32  java.text.DontCareFieldPosition (java.base@16.0.2)
 915:             2             32  java.time.format.DateTimeFormatterBuilder$StringLiteralPrinterParser (java.base@16.0.2)
 916:             1             32  java.util.ArrayList$SubList (java.base@16.0.2)
 917:             2             32  java.util.Collections$SingletonSet (java.base@16.0.2)
 918:             2             32  java.util.Collections$UnmodifiableCollection (java.base@16.0.2)
 919:             2             32  java.util.IdentityHashMap$KeySet (java.base@16.0.2)
 920:             1             32  java.util.LinkedHashMap$LinkedKeyIterator (java.base@16.0.2)
 921:             2             32  java.util.Optional (java.base@16.0.2)
 922:             2             32  java.util.ResourceBundle$SingleFormatControl (java.base@16.0.2)
 923:             1             32  java.util.concurrent.ConcurrentHashMap$ForwardingNode (java.base@16.0.2)
 924:             1             32  java.util.concurrent.SynchronousQueue (java.base@16.0.2)
 925:             1             32  java.util.concurrent.ThreadLocalRandom (java.base@16.0.2)
 926:             1             32  java.util.concurrent.atomic.LongAdder (java.base@16.0.2)
 927:             1             32  java.util.logging.LogManager$SystemLoggerContext (java.logging@16.0.2)
 928:             1             32  java.util.zip.ZipCoder$UTF8ZipCoder (java.base@16.0.2)
 929:             1             32  jdk.internal.loader.ArchivedClassLoaders (java.base@16.0.2)
 930:             1             32  jdk.internal.loader.NativeLibraries$Unloader (java.base@16.0.2)
 931:             1             32  jdk.internal.module.ArchivedModuleGraph (java.base@16.0.2)
 932:             1             32  jdk.internal.org.objectweb.asm.ConstantDynamic (java.base@16.0.2)
 933:             1             32  jdk.internal.org.objectweb.asm.Handle (java.base@16.0.2)
 934:             1             32  jdk.internal.reflect.UnsafeQualifiedStaticObjectFieldAccessorImpl (java.base@16.0.2)
 935:             1             32  jdk.net.ExtendedSocketOptions$1 (jdk.net@16.0.2)
 936:             2             32  jdk.proxy2.$Proxy16 (jdk.proxy2)
 937:             1             32  org.apache.commons.cli.Options
 938:             2             32  org.apache.maven.artifact.versioning.ComparableVersion$StringItem
 939:             1             32  org.apache.maven.cli.transfer.ConsoleMavenTransferListener
 940:             1             32  org.apache.maven.execution.DefaultMavenExecutionResult
 941:             1             32  org.apache.maven.execution.MojoExecutionEvent
 942:             1             32  org.apache.maven.lifecycle.internal.LifecycleDependencyResolver
 943:             1             32  org.apache.maven.lifecycle.internal.MojoDescriptorCreator
 944:             1             32  org.apache.maven.lifecycle.internal.MojoExecutor
 945:             1             32  org.apache.maven.lifecycle.internal.ProjectSegment
 946:             1             32  org.apache.maven.lifecycle.internal.ReactorContext
 947:             1             32  org.apache.maven.lifecycle.internal.builder.BuilderCommon
 948:             2             32  org.apache.maven.model.merge.ModelMerger$ResourceKeyComputer
 949:             1             32  org.apache.maven.plugin.DefaultBuildPluginManager
 950:             1             32  org.apache.maven.plugin.prefix.internal.DefaultPluginPrefixResolver
 951:             1             32  org.apache.maven.plugin.version.internal.DefaultPluginVersionResolver
 952:             2             32  org.apache.maven.project.ExtensionDescriptorBuilder
 953:             1             32  org.apache.maven.project.ProjectSorter
 954:             1             32  org.apache.maven.repository.legacy.DefaultWagonManager
 955:             1             32  org.apache.maven.settings.building.DefaultSettingsBuilder
 956:             1             32  org.codehaus.plexus.classworlds.launcher.Launcher
 957:             2             32  org.eclipse.aether.internal.impl.SimpleLocalRepositoryManagerFactory
 958:             2             32  org.eclipse.aether.internal.impl.collect.ObjectPool
 959:             1             32  org.eclipse.aether.resolution.ArtifactDescriptorRequest
 960:             1             32  org.eclipse.aether.util.graph.transformer.ConflictResolver
 961:             2             32  org.eclipse.sisu.bean.BeanListener
 962:             1             32  org.eclipse.sisu.inject.DefaultBeanLocator
 963:             2             32  org.eclipse.sisu.inject.DefaultRankingFunction
 964:             1             32  org.eclipse.sisu.inject.MildConcurrentValues
 965:             1             32  org.eclipse.sisu.plexus.ComponentImpl
 966:             2             32  org.eclipse.sisu.plexus.PlexusAnnotatedBeanModule$PlexusAnnotatedBeanSource
 967:             2             32  org.eclipse.sisu.plexus.PlexusAnnotatedMetadata
 968:             2             32  org.eclipse.sisu.plexus.PlexusDateTypeConverter
 969:             2             32  org.eclipse.sisu.plexus.PlexusXmlBeanModule$PlexusXmlBeanSource
 970:             1             32  org.eclipse.sisu.space.CloningClassSpace
 971:             2             32  org.fusesource.jansi.io.AnsiOutputStream$ZeroWidthSupplier
 972:             2             32  org.fusesource.jansi.io.AnsiProcessor
 973:             1             32  org.kohsuke.args4j.CmdLineParser
 974:             1             32  org.kohsuke.args4j.ParserProperties
 975:             1             32  org.kohsuke.args4j.spi.EnumOptionHandler
 976:             1             32  org.mariadb.jdbc.internal.io.input.ReadAheadBufferedStream
 977:             1             32  org.sonatype.plexus.components.sec.dispatcher.DefaultSecDispatcher
 978:             1             32  sun.net.www.protocol.https.Handler (java.base@16.0.2)
 979:             1             32  sun.nio.fs.MacOSXFileSystem (java.base@16.0.2)
 980:             2             32  sun.security.provider.FileInputStreamPool$UnclosableInputStream (java.base@16.0.2)
 981:             1             32  sun.security.util.KnownOIDs$1 (java.base@16.0.2)
 982:             1             32  sun.security.util.KnownOIDs$10 (java.base@16.0.2)
 983:             1             32  sun.security.util.KnownOIDs$2 (java.base@16.0.2)
 984:             1             32  sun.security.util.KnownOIDs$3 (java.base@16.0.2)
 985:             1             32  sun.security.util.KnownOIDs$4 (java.base@16.0.2)
 986:             1             32  sun.security.util.KnownOIDs$5 (java.base@16.0.2)
 987:             1             32  sun.security.util.KnownOIDs$6 (java.base@16.0.2)
 988:             1             32  sun.security.util.KnownOIDs$7 (java.base@16.0.2)
 989:             1             32  sun.security.util.KnownOIDs$8 (java.base@16.0.2)
 990:             1             32  sun.security.util.KnownOIDs$9 (java.base@16.0.2)
 991:             1             24  [Lcom.google.common.cache.CacheBuilder$NullListener;
 992:             1             24  [Lcom.google.common.cache.CacheBuilder$OneWeigher;
 993:             1             24  [Lcom.google.inject.Key$NullAnnotationStrategy;
 994:             1             24  [Lcom.google.inject.internal.InternalFlags$CustomClassLoadingOption;
 995:             1             24  [Ljava.io.File$PathStatus; (java.base@16.0.2)
 996:             1             24  [Ljava.lang.invoke.MethodHandles$Lookup$ClassOption; (java.base@16.0.2)
 997:             1             24  [Ljava.net.InetAddress; (java.base@16.0.2)
 998:             1             24  [Ljava.time.temporal.IsoFields$Unit; (java.base@16.0.2)
 999:             1             24  [Ljava.util.Locale$Category; (java.base@16.0.2)
1000:             1             24  [Ljava.util.jar.Manifest; (java.base@16.0.2)
1001:             1             24  [Ljdk.internal.icu.util.CodePointTrie$Type; (java.base@16.0.2)
1002:             1             24  [Lorg.apache.maven.plugin.MojoExecution$Source;
1003:             1             24  [Lorg.apache.maven.project.ProjectBuildingRequest$RepositoryMerging;
1004:             1             24  [Lorg.eclipse.aether.collection.DependencyGraphTransformer;
1005:             1             24  com.google.common.base.Joiner$MapJoiner
1006:             1             24  com.google.common.cache.CacheBuilder$NullListener
1007:             1             24  com.google.common.cache.CacheBuilder$OneWeigher
1008:             1             24  com.google.common.cache.LocalCache$EntryFactory$1
1009:             1             24  com.google.common.cache.LocalCache$EntryFactory$2
1010:             1             24  com.google.common.cache.LocalCache$EntryFactory$3
1011:             1             24  com.google.common.cache.LocalCache$EntryFactory$4
1012:             1             24  com.google.common.cache.LocalCache$EntryFactory$5
1013:             1             24  com.google.common.cache.LocalCache$EntryFactory$6
1014:             1             24  com.google.common.cache.LocalCache$EntryFactory$7
1015:             1             24  com.google.common.cache.LocalCache$EntryFactory$8
1016:             1             24  com.google.common.cache.LocalCache$Strength$1
1017:             1             24  com.google.common.cache.LocalCache$Strength$2
1018:             1             24  com.google.common.cache.LocalCache$Strength$3
1019:             1             24  com.google.common.collect.ImmutableList$Itr
1020:             1             24  com.google.common.util.concurrent.AbstractFuture$Listener
1021:             1             24  com.google.common.util.concurrent.AbstractFuture$Waiter
1022:             1             24  com.google.inject.Key$NullAnnotationStrategy
1023:             1             24  com.google.inject.internal.DelegatingInvocationHandler
1024:             1             24  com.google.inject.internal.util.SourceProvider
1025:             1             24  java.lang.ProcessEnvironment$StringEnvironment (java.base@16.0.2)
1026:             1             24  java.lang.ProcessHandleImpl$$Lambda$52/0x0000000800dcafe8 (java.base@16.0.2)
1027:             1             24  java.lang.StringBuilder (java.base@16.0.2)
1028:             1             24  java.lang.invoke.DirectMethodHandle$EnsureInitialized (java.base@16.0.2)
1029:             1             24  java.lang.invoke.MethodType$ConcurrentWeakInternSet (java.base@16.0.2)
1030:             1             24  java.lang.invoke.VarHandles$1 (java.base@16.0.2)
1031:             1             24  java.lang.reflect.Proxy$1 (java.base@16.0.2)
1032:             1             24  java.net.Inet6AddressImpl (java.base@16.0.2)
1033:             1             24  java.net.Proxy (java.base@16.0.2)
1034:             1             24  java.net.Socket$SocketInputStream (java.base@16.0.2)
1035:             1             24  java.net.Socket$SocketOutputStream (java.base@16.0.2)
1036:             1             24  java.security.BasicPermissionCollection (java.base@16.0.2)
1037:             1             24  java.sql.DriverInfo (java.sql@16.0.2)
1038:             1             24  java.time.format.DecimalStyle (java.base@16.0.2)
1039:             1             24  java.time.temporal.IsoFields$Field$1 (java.base@16.0.2)
1040:             1             24  java.time.temporal.IsoFields$Field$2 (java.base@16.0.2)
1041:             1             24  java.time.temporal.IsoFields$Field$3 (java.base@16.0.2)
1042:             1             24  java.time.temporal.IsoFields$Field$4 (java.base@16.0.2)
1043:             1             24  java.util.Collections$3 (java.base@16.0.2)
1044:             1             24  java.util.Collections$EmptyMap (java.base@16.0.2)
1045:             1             24  java.util.Collections$SynchronizedCollection (java.base@16.0.2)
1046:             1             24  java.util.Collections$UnmodifiableCollection$1 (java.base@16.0.2)
1047:             1             24  java.util.Locale$Cache (java.base@16.0.2)
1048:             1             24  java.util.OptionalInt (java.base@16.0.2)
1049:             1             24  java.util.ResourceBundle$Control$CandidateListCache (java.base@16.0.2)
1050:             1             24  java.util.concurrent.ConcurrentSkipListMap$Index (java.base@16.0.2)
1051:             1             24  java.util.logging.LogManager$LoggerContext (java.logging@16.0.2)
1052:             1             24  java.util.regex.Pattern$$Lambda$57/0x0000000800dd39a0 (java.base@16.0.2)
1053:             1             24  java.util.regex.Pattern$BmpCharPredicate$$Lambda$58/0x0000000800dd3c00 (java.base@16.0.2)
1054:             1             24  java.util.regex.Pattern$NFCCharProperty (java.base@16.0.2)
1055:             1             24  java.util.regex.Pattern$Pos (java.base@16.0.2)
1056:             1             24  jdk.internal.icu.impl.Norm2AllModes (java.base@16.0.2)
1057:             1             24  jdk.internal.icu.impl.Norm2AllModes$ComposeNormalizer2 (java.base@16.0.2)
1058:             1             24  jdk.internal.icu.impl.Norm2AllModes$Norm2AllModesSingleton (java.base@16.0.2)
1059:             1             24  jdk.internal.jimage.ImageReader (java.base@16.0.2)
1060:             1             24  jdk.internal.logger.BootstrapLogger$RedirectedLoggers (java.base@16.0.2)
1061:             1             24  jdk.internal.module.ModuleHashes (java.base@16.0.2)
1062:             1             24  jdk.internal.module.SystemModuleFinders$SystemModuleFinder (java.base@16.0.2)
1063:             1             24  jdk.internal.ref.CleanerImpl (java.base@16.0.2)
1064:             1             24  org.apache.commons.cli.CommandLine
1065:             1             24  org.apache.maven.ReactorReader
1066:             1             24  org.apache.maven.artifact.handler.manager.DefaultArtifactHandlerManager
1067:             1             24  org.apache.maven.artifact.repository.metadata.DefaultRepositoryMetadataManager
1068:             1             24  org.apache.maven.artifact.resolver.DefaultArtifactCollector
1069:             1             24  org.apache.maven.artifact.resolver.filter.CumulativeScopeArtifactFilter
1070:             1             24  org.apache.maven.artifact.versioning.Restriction
1071:             1             24  org.apache.maven.bridge.MavenRepositorySystem
1072:             1             24  org.apache.maven.cli.configuration.SettingsXmlConfigurationProcessor
1073:             1             24  org.apache.maven.cli.event.ExecutionEventLogger
1074:             1             24  org.apache.maven.eventspy.internal.EventSpyDispatcher
1075:             1             24  org.apache.maven.execution.scope.internal.MojoExecutionScope$ScopeState
1076:             1             24  org.apache.maven.extension.internal.CoreExports
1077:             1             24  org.apache.maven.graph.DefaultGraphBuilder
1078:             1             24  org.apache.maven.graph.DefaultProjectDependencyGraph
1079:             1             24  org.apache.maven.lifecycle.DefaultLifecycles
1080:             1             24  org.apache.maven.lifecycle.Lifecycle
1081:             1             24  org.apache.maven.lifecycle.Lifecycle$__sisu7
1082:             1             24  org.apache.maven.lifecycle.Lifecycle$__sisu8
1083:             1             24  org.apache.maven.lifecycle.MavenExecutionPlan
1084:             1             24  org.apache.maven.lifecycle.internal.DefaultLifecyclePluginAnalyzer
1085:             1             24  org.apache.maven.lifecycle.internal.DefaultLifecycleTaskSegmentCalculator
1086:             1             24  org.apache.maven.lifecycle.internal.PhaseRecorder
1087:             1             24  org.apache.maven.lifecycle.internal.ProjectIndex
1088:             1             24  org.apache.maven.lifecycle.internal.ReactorBuildStatus
1089:             1             24  org.apache.maven.lifecycle.internal.TaskSegment
1090:             1             24  org.apache.maven.lifecycle.mapping.DefaultLifecycleMapping$__sisu1
1091:             1             24  org.apache.maven.lifecycle.mapping.Lifecycle
1092:             1             24  org.apache.maven.model.building.DefaultModelProcessor
1093:             1             24  org.apache.maven.model.building.Result
1094:             1             24  org.apache.maven.model.interpolation.StringVisitorModelInterpolator
1095:             1             24  org.apache.maven.model.plugin.DefaultLifecycleBindingsInjector
1096:             1             24  org.apache.maven.model.superpom.DefaultSuperPomProvider
1097:             1             24  org.apache.maven.plugin.PluginRealmCache$CacheRecord
1098:             1             24  org.apache.maven.plugin.internal.DefaultPluginDependenciesResolver
1099:             1             24  org.apache.maven.project.DefaultProjectDependenciesResolver
1100:             1             24  org.apache.maven.project.MavenProject$1
1101:             1             24  org.apache.maven.project.MavenProject$ArtifactsHolder
1102:             1             24  org.apache.maven.project.artifact.ProjectArtifactsCache$CacheRecord
1103:             1             24  org.apache.maven.repository.internal.DefaultVersionRangeResolver
1104:             1             24  org.apache.maven.repository.internal.DefaultVersionResolver
1105:             1             24  org.apache.maven.repository.legacy.repository.DefaultArtifactRepositoryFactory
1106:             1             24  org.apache.maven.rtinfo.internal.DefaultRuntimeInformation
1107:             1             24  org.apache.maven.toolchain.building.DefaultToolchainsBuilder
1108:             1             24  org.codehaus.plexus.DefaultPlexusContainer$DefaultsModule
1109:             1             24  org.codehaus.plexus.classworlds.ClassWorld
1110:             1             24  org.codehaus.plexus.component.configurator.converters.lookup.DefaultConverterLookup
1111:             1             24  org.codehaus.plexus.logging.console.ConsoleLogger
1112:             1             24  org.codehaus.plexus.util.dag.DAG
1113:             1             24  org.codehaus.plexus.util.dag.Vertex
1114:             1             24  org.eclipse.aether.internal.impl.EnhancedLocalRepositoryManager
1115:             1             24  org.eclipse.aether.repository.LocalRepository
1116:             1             24  org.eclipse.aether.repository.WorkspaceRepository
1117:             1             24  org.eclipse.aether.util.graph.selector.AndDependencySelector
1118:             1             24  org.eclipse.aether.util.graph.selector.ExclusionDependencySelector
1119:             1             24  org.eclipse.aether.util.graph.selector.ScopeDependencySelector
1120:             1             24  org.eclipse.aether.util.repository.SimpleResolutionErrorPolicy
1121:             1             24  org.eclipse.sisu.bean.BeanLifecycle
1122:             1             24  org.eclipse.sisu.bean.DeclaredMembers$View$1
1123:             1             24  org.eclipse.sisu.bean.DeclaredMembers$View$2
1124:             1             24  org.eclipse.sisu.bean.DeclaredMembers$View$3
1125:             1             24  org.eclipse.sisu.bean.LifecycleBuilder
1126:             1             24  org.eclipse.sisu.bean.LifecycleManager
1127:             1             24  org.eclipse.sisu.inject.MildValues
1128:             1             24  org.eclipse.sisu.inject.QualifyingStrategy$1
1129:             1             24  org.eclipse.sisu.inject.QualifyingStrategy$2
1130:             1             24  org.eclipse.sisu.inject.QualifyingStrategy$3
1131:             1             24  org.eclipse.sisu.inject.QualifyingStrategy$4
1132:             1             24  org.eclipse.sisu.inject.QualifyingStrategy$5
1133:             1             24  org.eclipse.sisu.plexus.ClassRealmManager
1134:             1             24  org.eclipse.sisu.plexus.DefaultPlexusBeanLocator
1135:             1             24  org.eclipse.sisu.space.DefaultClassFinder
1136:             1             24  org.eclipse.sisu.space.GlobberStrategy$1
1137:             1             24  org.eclipse.sisu.space.GlobberStrategy$2
1138:             1             24  org.eclipse.sisu.space.GlobberStrategy$3
1139:             1             24  org.eclipse.sisu.space.GlobberStrategy$4
1140:             1             24  org.eclipse.sisu.space.GlobberStrategy$5
1141:             1             24  org.eclipse.sisu.wire.TypeConverterCache
1142:             1             24  org.kohsuke.args4j.spi.IntOptionHandler
1143:             1             24  org.mariadb.jdbc.HostAddress
1144:             1             24  org.slf4j.helpers.SubstituteLoggerFactory
1145:             1             24  org.slf4j.impl.OutputChoice
1146:             1             24  sun.net.ProgressMonitor (java.base@16.0.2)
1147:             1             24  sun.net.sdp.SdpProvider (java.base@16.0.2)
1148:             1             24  sun.nio.ch.Util$BufferCache (java.base@16.0.2)
1149:             1             24  sun.nio.cs.ISO_8859_1 (java.base@16.0.2)
1150:             1             24  sun.nio.cs.StandardCharsets (java.base@16.0.2)
1151:             1             24  sun.nio.cs.US_ASCII (java.base@16.0.2)
1152:             1             24  sun.nio.cs.UTF_16 (java.base@16.0.2)
1153:             1             24  sun.nio.cs.UTF_16BE (java.base@16.0.2)
1154:             1             24  sun.nio.cs.UTF_16LE (java.base@16.0.2)
1155:             1             24  sun.nio.cs.UTF_8 (java.base@16.0.2)
1156:             1             24  sun.util.cldr.CLDRCalendarDataProviderImpl (java.base@16.0.2)
1157:             1             24  sun.util.locale.BaseLocale$Cache (java.base@16.0.2)
1158:             1             24  sun.util.locale.provider.CalendarProviderImpl (java.base@16.0.2)
1159:             1             24  sun.util.locale.provider.DateFormatSymbolsProviderImpl (java.base@16.0.2)
1160:             1             24  sun.util.locale.provider.DecimalFormatSymbolsProviderImpl (java.base@16.0.2)
1161:             1             24  sun.util.locale.provider.LocaleServiceProviderPool (java.base@16.0.2)
1162:             1             24  sun.util.locale.provider.NumberFormatProviderImpl (java.base@16.0.2)
1163:             1             16  [Lcom.google.inject.TypeLiteral;
1164:             1             16  [Lcom.google.inject.internal.util.StackTraceElements$InMemoryStackTraceElement;
1165:             1             16  [Ljava.lang.Throwable; (java.base@16.0.2)
1166:             1             16  [Ljava.lang.reflect.Member; (java.base@16.0.2)
1167:             1             16  [Ljava.security.Provider; (java.base@16.0.2)
1168:             1             16  [Ljava.security.cert.Certificate; (java.base@16.0.2)
1169:             1             16  [Ljava.text.FieldPosition; (java.base@16.0.2)
1170:             1             16  [Ljava.util.Map$Entry; (java.base@16.0.2)
1171:             1             16  [Ljava.util.logging.Handler; (java.logging@16.0.2)
1172:             1             16  [Lorg.codehaus.plexus.configuration.PlexusConfiguration;
1173:             1             16  [Lorg.codehaus.plexus.util.xml.Xpp3Dom;
1174:             1             16  com.google.common.base.Equivalence$Equals
