 num     #instances         #bytes  class name (module)
 400:            16            384  java.util.regex.Pattern$CharProperty (java.base@16.0.2)
 401:             3            384  org.codehaus.plexus.classworlds.realm.ClassRealm
 402:             8            384  org.eclipse.aether.internal.impl.DefaultArtifactResolver
 403:            24            384  org.eclipse.aether.internal.impl.DefaultOfflineController
 404:            24            384  org.eclipse.aether.internal.impl.DefaultRepositoryConnectorProvider
 405:            24            384  org.eclipse.aether.internal.impl.DefaultUpdateCheckManager
 406:             8            384  org.kohsuke.args4j.NamedOptionDef
 407:            12            384  sun.reflect.generics.reflectiveObjects.TypeVariableImpl (java.base@16.0.2)
 408:            16            384  sun.reflect.generics.tree.FormalTypeParameter (java.base@16.0.2)
 409:            12            384  sun.reflect.generics.tree.MethodTypeSignature (java.base@16.0.2)
 410:             4            384  sun.util.calendar.Gregorian$Date (java.base@16.0.2)
 411:             1            376  java.lang.ref.Finalizer$FinalizerThread (java.base@16.0.2)
 412:             1            376  java.util.logging.LogManager$Cleaner (java.logging@16.0.2)
 413:             1            376  jdk.internal.misc.InnocuousThread (java.base@16.0.2)
 414:            23            368  com.google.inject.internal.ConstantFactory
 415:             1            368  java.lang.ref.Reference$ReferenceHandler (java.base@16.0.2)
 416:             1            368  org.apache.maven.shared.utils.logging.MessageUtils$1
 417:            15            360  java.lang.RuntimePermission (java.base@16.0.2)
 418:             9            360  java.lang.invoke.VarHandle$AccessDescriptor (java.base@16.0.2)
 419:             9            360  org.eclipse.aether.internal.impl.DefaultMetadataResolver
 420:            22            352  org.eclipse.aether.internal.impl.DefaultFileProcessor
 421:            11            352  org.eclipse.sisu.inject.MildKeys$Weak
 422:            14            336  com.google.inject.internal.TypeConverterBindingProcessor$5
 423:             7            336  java.lang.invoke.BoundMethodHandle$SpeciesData (java.base@16.0.2)
 424:             6            336  java.nio.DirectLongBufferU (java.base@16.0.2)
 425:            14            336  java.util.regex.Pattern$Prolog (java.base@16.0.2)
 426:            14            336  org.apache.maven.model.InputSource
 427:             7            336  org.eclipse.aether.internal.impl.DefaultDeployer
 428:             2            328  [Lcom.google.inject.Binding;
 429:            12            328  [Lsun.reflect.generics.tree.TypeSignature; (java.base@16.0.2)
 430:            20            320  java.time.format.DateTimeFormatterBuilder$CharLiteralPrinterParser (java.base@16.0.2)
 431:            10            320  java.util.Hashtable$Entry (java.base@16.0.2)
 432:            18            288  com.google.inject.internal.TypeConverterBindingProcessor$6
 433:            12            288  com.google.inject.spi.ProviderLookup
 434:            12            288  java.lang.annotation.ElementType (java.base@16.0.2)
 435:            12            288  java.net.StandardSocketOptions$StdSocketOption (java.base@16.0.2)
 436:             9            288  java.util.logging.Level (java.logging@16.0.2)
 437:             9            288  java.util.logging.Level$KnownLevel (java.logging@16.0.2)
 438:             9            288  jdk.internal.org.objectweb.asm.Type (java.base@16.0.2)
 439:             9            288  org.apache.maven.shared.utils.logging.Style
 440:             9            288  org.fusesource.jansi.Ansi$Color
 441:             6            288  sun.nio.cs.UTF_8$Encoder (java.base@16.0.2)
 442:             9            288  sun.reflect.generics.repository.ConstructorRepository (java.base@16.0.2)
 443:             7            280  [Ljava.lang.invoke.BoundMethodHandle$SpeciesData; (java.base@16.0.2)
 444:             1            280  [Ljava.lang.invoke.LambdaForm$Kind; (java.base@16.0.2)
 445:             5            280  [Ljava.text.Format; (java.base@16.0.2)
 446:             5            280  java.nio.HeapByteBuffer (java.base@16.0.2)
 447:             7            280  jdk.internal.loader.NativeLibraries$NativeLibraryImpl (java.base@16.0.2)
 448:             5            280  org.apache.maven.artifact.repository.MavenArtifactRepository
 449:            17            272  jdk.proxy1.$Proxy0 (jdk.proxy1)
 450:            11            264  java.lang.NamedPackage (java.base@16.0.2)
 451:            11            264  java.lang.invoke.MethodHandleImpl$Intrinsic (java.base@16.0.2)
 452:            11            264  java.util.regex.Pattern$Slice (java.base@16.0.2)
 453:            11            264  org.apache.maven.lifecycle.mapping.LifecycleMojo
 454:            11            264  org.eclipse.sisu.wire.EntryMapAdapter
 455:             1            264  org.mariadb.jdbc.util.Options
 456:            16            256  com.google.inject.matcher.Matchers$IdenticalTo
 457:             8            256  java.lang.reflect.ProxyGenerator$PrimitiveTypeInfo (java.base@16.0.2)
 458:             4            256  java.text.SimpleDateFormat (java.base@16.0.2)
 459:            16            256  jdk.internal.reflect.BootstrapConstructorAccessorImpl (java.base@16.0.2)
 460:             8            256  jdk.internal.reflect.UnsafeBooleanFieldAccessorImpl (java.base@16.0.2)
 461:             8            256  org.apache.maven.model.Prerequisites
 462:            16            256  sun.reflect.generics.tree.TypeVariableSignature (java.base@16.0.2)
 463:            10            240  [Ljava.lang.reflect.TypeVariable; (java.base@16.0.2)
 464:             8            240  [Ljava.security.ProtectionDomain; (java.base@16.0.2)
 465:            15            240  java.lang.ThreadLocal (java.base@16.0.2)
 466:            10            240  java.nio.charset.CoderResult (java.base@16.0.2)
 467:            10            240  java.nio.file.StandardOpenOption (java.base@16.0.2)
 468:             6            240  java.text.DigitList (java.base@16.0.2)
 469:            10            240  org.apache.maven.artifact.repository.ArtifactRepositoryPolicy
 470:             5            240  org.apache.maven.model.Extension
 471:            10            240  org.eclipse.sisu.plexus.PlexusRequirements$RequirementMapProvider
 472:             6            240  sun.util.locale.provider.LocaleResources$ResourceReference (java.base@16.0.2)
 473:             6            240  sun.util.resources.Bundles$BundleReference (java.base@16.0.2)
 474:             5            232  [Ljava.lang.invoke.LambdaForm$NamedFunction; (java.base@16.0.2)
 475:             7            224  java.util.Collections$SynchronizedMap (java.base@16.0.2)
 476:            14            224  java.util.Collections$UnmodifiableSet (java.base@16.0.2)
 477:             7            224  org.eclipse.aether.internal.impl.DefaultInstaller
 478:            14            224  org.eclipse.sisu.plexus.DefaultPlexusBeans
 479:            14            224  org.eclipse.sisu.plexus.RealmFilteredBeans
 480:             9            216  java.util.Arrays$ArrayList (java.base@16.0.2)
 481:             9            216  java.util.Collections$UnmodifiableRandomAccessList (java.base@16.0.2)
 482:             9            216  java.util.concurrent.atomic.AtomicLong (java.base@16.0.2)
 483:             9            216  sun.reflect.generics.scope.ConstructorScope (java.base@16.0.2)
 484:             3            216  sun.security.provider.NativePRNG$RandomIO (java.base@16.0.2)
 485:            13            208  jdk.proxy1.$Proxy2 (jdk.proxy1)
 486:             2            200  [Ljava.text.DateFormat$Field; (java.base@16.0.2)
 487:             5            200  java.text.MessageFormat (java.base@16.0.2)
 488:             5            200  java.util.EnumMap (java.base@16.0.2)
 489:             5            200  java.util.stream.StreamOpFlag (java.base@16.0.2)
 490:             5            200  jdk.internal.loader.URLClassPath (java.base@16.0.2)
 491:             4            192  [Ljava.util.Hashtable$Entry; (java.base@16.0.2)
 492:            12            192  com.google.inject.spi.ProviderLookup$1
 493:             8            192  com.google.inject.spi.ScopeBinding
 494:             4            192  java.lang.ThreadGroup (java.base@16.0.2)
 495:             6            192  java.lang.invoke.LambdaForm$BasicType (java.base@16.0.2)
 496:             8            192  java.math.RoundingMode (java.base@16.0.2)
 497:             6            192  java.net.InetAddress$InetAddressHolder (java.base@16.0.2)
 498:             8            192  java.net.NetPermission (java.base@16.0.2)
 499:             3            192  java.nio.DirectByteBufferR (java.base@16.0.2)
 500:             6            192  java.time.format.TextStyle (java.base@16.0.2)
 501:             4            192  java.util.Hashtable (java.base@16.0.2)
 502:             6            192  java.util.ImmutableCollections$MapN (java.base@16.0.2)
 503:             8            192  java.util.regex.Pattern$Dollar (java.base@16.0.2)
 504:             8            192  org.kohsuke.args4j.spi.FieldSetter
 505:             4            192  sun.nio.cs.StreamEncoder (java.base@16.0.2)
 506:             6            192  sun.util.resources.Bundles$CacheKey (java.base@16.0.2)
 507:             1            184  org.apache.maven.execution.DefaultMavenExecutionRequest
 508:            11            176  org.apache.maven.lifecycle.mapping.LifecyclePhase
 509:             1            176  org.apache.maven.project.MavenProject
 510:            11            176  org.eclipse.sisu.wire.EntryMapAdapter$EntrySet
 511:             2            168  [Ljava.lang.ClassValue$Entry; (java.base@16.0.2)
 512:             1            168  [[Ljava.math.BigInteger; (java.base@16.0.2)
 513:             7            168  java.lang.invoke.VarForm (java.base@16.0.2)
 514:             7            168  java.util.regex.Pattern$StartS (java.base@16.0.2)
 515:             7            168  org.eclipse.aether.internal.impl.collect.DefaultDependencyCollector
 516:            10            160  com.google.common.cache.LocalCache$LocalLoadingCache
 517:             4            160  java.io.BufferedWriter (java.base@16.0.2)
 518:             5            160  java.lang.ClassValue$Entry (java.base@16.0.2)
 519:             4            160  java.lang.invoke.DirectMethodHandle$Interface (java.base@16.0.2)
 520:             4            160  java.lang.invoke.MethodHandleImpl$AsVarargsCollector (java.base@16.0.2)
 521:             5            160  java.lang.invoke.MethodHandles$Lookup (java.base@16.0.2)
 522:             5            160  java.lang.invoke.VarHandle$AccessType (java.base@16.0.2)
 523:            10            160  java.util.Formatter$Flags (java.base@16.0.2)
 524:             5            160  java.util.RegularEnumSet (java.base@16.0.2)
 525:            10            160  jdk.proxy1.$Proxy3 (jdk.proxy1)
 526:             2            160  org.fusesource.jansi.io.AnsiOutputStream
 527:             1            160  org.mariadb.jdbc.internal.protocol.MasterProtocol
 528:             5            160  sun.util.locale.provider.LocaleProviderAdapter$Type (java.base@16.0.2)
 529:             2            152  [[Ljava.lang.String; (java.base@16.0.2)
 530:             4            144  [Ljava.lang.Thread; (java.base@16.0.2)
 531:             1            144  [Ljava.lang.invoke.VarHandle$AccessMode; (java.base@16.0.2)
 532:             6            144  Experiment
 533:             6            144  java.lang.module.ModuleDescriptor$Requires$Modifier (java.base@16.0.2)
 534:             3            144  java.time.temporal.JulianFields$Field (java.base@16.0.2)
 535:             9            144  java.util.LinkedHashSet (java.base@16.0.2)
 536:             2            144  java.util.concurrent.ThreadPoolExecutor (java.base@16.0.2)
 537:             6            144  java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject (java.base@16.0.2)
 538:             9            144  java.util.regex.Pattern$Begin (java.base@16.0.2)
 539:             6            144  jdk.internal.perf.PerfCounter (java.base@16.0.2)
 540:             6            144  jdk.net.ExtendedSocketOptions$ExtSocketOption (jdk.net@16.0.2)
 541:             2            144  org.apache.maven.execution.MavenSession
 542:             6            144  org.eclipse.sisu.wire.BeanProviders$4
 543:             1            136  [Ljava.time.temporal.ChronoField; (java.base@16.0.2)
 544:             2            128  com.google.common.collect.CompactHashMap
 545:             4            128  java.io.FileInputStream (java.base@16.0.2)
 546:             4            128  java.io.FileOutputStream (java.base@16.0.2)
 547:             4            128  java.util.ArrayList$Itr (java.base@16.0.2)
 548:             4            128  java.util.stream.FindOps$FindOp (java.base@16.0.2)
 549:             8            128  jdk.proxy3.$Proxy25 (jdk.proxy3)
 550:             8            128  org.eclipse.sisu.bean.BeanPropertySetter
 551:             3            120  [Ljava.lang.invoke.LambdaForm$BasicType; (java.base@16.0.2)
 552:             3            120  [Ljava.net.URL; (java.base@16.0.2)
 553:             3            120  java.lang.reflect.ProxyGenerator$ProxyMethod (java.base@16.0.2)
 554:             5            120  java.time.format.SignStyle (java.base@16.0.2)
 555:             5            120  java.util.Date (java.base@16.0.2)
 556:             5            120  java.util.regex.Pattern$Start (java.base@16.0.2)
 557:             5            120  java.util.stream.StreamOpFlag$Type (java.base@16.0.2)
 558:             5            120  jdk.internal.math.FloatingDecimal$PreparedASCIIToBinaryBuffer (java.base@16.0.2)
 559:             1            120  org.codehaus.mojo.exec.ExecJavaMojo
 560:             1            120  org.eclipse.aether.DefaultRepositorySystemSession
 561:             5            120  org.eclipse.sisu.inject.DescriptionSource
 562:             5            120  org.eclipse.sisu.space.BeanScanning
 563:             5            120  org.eclipse.sisu.wire.EntryListAdapter
 564:             5            120  org.fusesource.jansi.AnsiType
 565:             5            120  org.mariadb.jdbc.internal.util.constant.HaMode
 566:             5            120  org.slf4j.impl.OutputChoice$OutputChoiceType
 567:             3            120  sun.reflect.generics.repository.MethodRepository (java.base@16.0.2)
 568:             1            112  [Lorg.codehaus.plexus.component.configurator.converters.ConfigurationConverter;
 569:             2            112  com.google.inject.internal.InheritingState
 570:             2            112  com.google.inject.internal.InjectorImpl
 571:             7            112  com.google.inject.internal.Scoping$7
 572:             7            112  com.google.inject.util.Providers$ConstantProvider
 573:             2            112  java.nio.DirectIntBufferRU (java.base@16.0.2)
 574:             7            112  java.util.LinkedHashMap$LinkedKeySet (java.base@16.0.2)
 575:             7            112  java.util.TreeSet (java.base@16.0.2)
 576:             7            112  org.eclipse.aether.internal.impl.DefaultLocalRepositoryProvider
 577:             1            104  jdk.internal.loader.ClassLoaders$AppClassLoader (java.base@16.0.2)
 578:             1            104  jdk.internal.loader.ClassLoaders$BootClassLoader (java.base@16.0.2)
 579:             1            104  jdk.internal.loader.ClassLoaders$PlatformClassLoader (java.base@16.0.2)
 580:             1            104  sun.security.jca.ProviderList$1 (java.base@16.0.2)
 581:             1            104  sun.security.provider.Sun (java.base@16.0.2)
 582:             2             96  [Lcom.google.common.cache.LocalCache$EntryFactory;
 583:             1             96  [Lorg.eclipse.aether.RepositoryEvent$EventType;
 584:             1             96  [Lsun.util.locale.BaseLocale; (java.base@16.0.2)
 585:             2             96  com.google.common.collect.ArrayListMultimap
 586:             4             96  com.google.inject.internal.Initializer$InjectableReferenceState
 587:             2             96  com.google.inject.internal.LinkedProviderBindingImpl
 588:             4             96  java.io.OutputStreamWriter (java.base@16.0.2)
 589:             4             96  java.lang.Double (java.base@16.0.2)
 590:             3             96  java.lang.Runtime$Version (java.base@16.0.2)
 591:             4             96  java.lang.ThreadLocal$ThreadLocalMap (java.base@16.0.2)
 592:             3             96  java.lang.invoke.SimpleMethodHandle (java.base@16.0.2)
 593:             4             96  java.lang.module.ModuleDescriptor$Modifier (java.base@16.0.2)
 594:             4             96  java.lang.module.ModuleDescriptor$Opens (java.base@16.0.2)
 595:             3             96  java.net.Inet6Address$Inet6AddressHolder (java.base@16.0.2)
 596:             1             96  java.net.URLClassLoader (java.base@16.0.2)
 597:             4             96  java.text.Normalizer$Form (java.base@16.0.2)
 598:             4             96  java.time.format.DateTimeFormatterBuilder$OffsetIdPrinterParser (java.base@16.0.2)
 599:             4             96  java.time.format.DateTimeFormatterBuilder$SettingsParser (java.base@16.0.2)
 600:             4             96  java.util.Collections$SynchronizedSet (java.base@16.0.2)
 601:             6             96  java.util.Collections$UnmodifiableMap$UnmodifiableEntrySet (java.base@16.0.2)
 602:             6             96  java.util.concurrent.ConcurrentHashMap$ValuesView (java.base@16.0.2)
 603:             2             96  java.util.concurrent.LinkedBlockingQueue (java.base@16.0.2)
 604:             4             96  java.util.regex.Pattern$CharPredicate$$Lambda$13/0x0000000800c52d88 (java.base@16.0.2)
 605:             4             96  java.util.regex.Pattern$Qtype (java.base@16.0.2)
 606:             4             96  java.util.stream.StreamShape (java.base@16.0.2)
 607:             1             96  jdk.internal.jimage.ImageReader$SharedImageReader (java.base@16.0.2)
 608:             6             96  jdk.internal.loader.ClassLoaderValue (java.base@16.0.2)
 609:             4             96  jdk.internal.logger.BootstrapLogger$LoggingBackend (java.base@16.0.2)
 610:             4             96  org.apache.maven.classrealm.ClassRealmRequest$RealmType
 611:             4             96  org.apache.maven.execution.scope.internal.MojoExecutionScope$2
 612:             4             96  org.apache.maven.model.building.ModelProblem$Version
 613:             4             96  org.eclipse.sisu.plexus.PlexusRequirements$RequirementListProvider
 614:             3             96  org.eclipse.sisu.wire.PlaceholderBeanProvider
 615:             4             96  org.kohsuke.args4j.spi.StringOptionHandler
 616:             3             96  org.mariadb.jdbc.internal.util.exceptions.ExceptionFactory
 617:             3             96  sun.net.spi.DefaultProxySelector$NonProxyInfo (java.base@16.0.2)
 618:             4             96  sun.security.util.LazyCodeSourcePermissionCollection (java.base@16.0.2)
 619:             3             96  sun.util.locale.provider.LocaleResources (java.base@16.0.2)
 620:             1             88  [Lorg.apache.maven.execution.ExecutionEvent$Type;
 621:             1             88  [Lorg.fusesource.jansi.Ansi$Attribute;
 622:             2             88  [Lsun.security.jca.ProviderConfig; (java.base@16.0.2)
 623:             1             88  org.codehaus.plexus.DefaultPlexusContainer
 624:             1             88  org.eclipse.sisu.space.CloningClassSpace$CloningClassLoader
 625:             2             80  [F (java.base@16.0.2)
 626:             2             80  [LExperiment;
 627:             2             80  [Ljava.lang.OutOfMemoryError; (java.base@16.0.2)
 628:             1             80  [Ljava.time.temporal.ChronoUnit; (java.base@16.0.2)
 629:             2             80  [Ljava.util.stream.StreamOpFlag$Type; (java.base@16.0.2)
 630:             1             80  com.google.common.collect.CompactLinkedHashMap
 631:             2             80  com.google.common.collect.RegularImmutableMap
 632:             5             80  com.sun.proxy.jdk.proxy1.$Proxy26 (jdk.proxy1)
 633:             2             80  java.io.PrintStream (java.base@16.0.2)
 634:             2             80  java.lang.ModuleLayer (java.base@16.0.2)
 635:             2             80  java.lang.invoke.VarHandleInts$FieldInstanceReadWrite (java.base@16.0.2)
 636:             2             80  java.lang.module.Configuration (java.base@16.0.2)
 637:             2             80  java.util.Collections$SingletonMap (java.base@16.0.2)
 638:             5             80  java.util.HashMap$Values (java.base@16.0.2)
 639:             2             80  java.util.Locale$Category (java.base@16.0.2)
 640:             5             80  java.util.TreeMap$KeySet (java.base@16.0.2)
 641:             1             80  jdk.internal.icu.impl.NormalizerImpl (java.base@16.0.2)
 642:             2             80  jdk.internal.math.FloatingDecimal$BinaryToASCIIBuffer (java.base@16.0.2)
 643:             1             80  org.apache.maven.model.building.DefaultModelBuilder
 644:             2             80  org.fusesource.jansi.AnsiPrintStream
 645:             1             80  org.mariadb.jdbc.internal.io.output.StandardPacketOutputStream
 646:             1             80  sun.nio.ch.NioSocketImpl (java.base@16.0.2)
 647:             1             80  sun.util.cldr.CLDRLocaleProviderAdapter (java.base@16.0.2)
 648:             3             72  com.google.inject.Stage
 649:             3             72  com.google.inject.internal.InjectorImpl$JitLimitation
 650:             3             72  com.google.inject.internal.InternalFlags$IncludeStackTraceOption
 651:             3             72  com.google.inject.internal.InternalFlags$NullableProvidesOption
 652:             3             72  com.google.inject.internal.SingleMethodInjector
 653:             3             72  com.google.inject.internal.SingleMethodInjector$1
 654:             3             72  com.google.inject.spi.InjectionPoint$Position
 655:             3             72  java.lang.ClassValue$Version (java.base@16.0.2)
 656:             3             72  java.lang.WeakPairMap (java.base@16.0.2)
 657:             3             72  java.lang.annotation.RetentionPolicy (java.base@16.0.2)
 658:             3             72  java.net.Inet4Address (java.base@16.0.2)
 659:             3             72  java.net.Inet6Address (java.base@16.0.2)
 660:             3             72  java.net.Proxy$Type (java.base@16.0.2)
 661:             3             72  java.net.StandardProtocolFamily (java.base@16.0.2)
 662:             3             72  java.security.SecurityPermission (java.base@16.0.2)
 663:             3             72  java.time.format.DateTimeFormatterBuilder$ZoneIdPrinterParser (java.base@16.0.2)
 664:             3             72  java.time.format.ResolverStyle (java.base@16.0.2)
 665:             3             72  java.util.stream.Collector$Characteristics (java.base@16.0.2)
 666:             3             72  jdk.internal.icu.util.CodePointTrie$ValueWidth (java.base@16.0.2)
 667:             3             72  jdk.internal.math.FloatingDecimal$ExceptionalBinaryToASCIIBuffer (java.base@16.0.2)
 668:             3             72  jdk.internal.misc.Signal (java.base@16.0.2)
 669:             1             72  org.apache.maven.execution.SettingsAdapter
 670:             3             72  org.apache.maven.model.building.ModelProblem$Severity
 671:             1             72  org.apache.maven.project.DefaultProjectBuildingRequest
 672:             3             72  org.apache.maven.session.scope.internal.SessionScope$2
 673:             3             72  org.apache.maven.settings.building.SettingsProblem$Severity
 674:             3             72  org.eclipse.aether.metadata.Metadata$Nature
 675:             3             72  org.eclipse.sisu.space.LoadedClass
 676:             3             72  org.eclipse.sisu.wire.BeanProviders$3
 677:             3             72  org.fusesource.jansi.AnsiColors
 678:             3             72  org.fusesource.jansi.AnsiMode
 679:             3             72  sun.reflect.generics.scope.MethodScope (java.base@16.0.2)
 680:             3             72  sun.security.provider.NativePRNG$Variant (java.base@16.0.2)
 681:             2             64  [Ljava.lang.ThreadGroup; (java.base@16.0.2)
 682:             2             64  [Ljava.lang.annotation.RetentionPolicy; (java.base@16.0.2)
 683:             2             64  [Ljava.lang.invoke.LambdaFormEditor$Transform; (java.base@16.0.2)
 684:             1             64  [Ljava.lang.invoke.MethodHandleImpl$Intrinsic; (java.base@16.0.2)
 685:             2             64  [Ljava.nio.charset.CoderResult; (java.base@16.0.2)
 686:             2             64  [Ljava.util.stream.Collector$Characteristics; (java.base@16.0.2)
 687:             2             64  [Lorg.apache.maven.model.building.ModelProblem$Severity;
 688:             2             64  [Lsun.nio.fs.NativeBuffer; (java.base@16.0.2)
 689:             1             64  com.google.common.cache.CacheStats
 690:             4             64  com.google.inject.internal.FailableCache$1
 691:             4             64  com.google.inject.matcher.Matchers$Only
 692:             2             64  java.io.BufferedOutputStream (java.base@16.0.2)
 693:             1             64  java.lang.ClassValue$ClassValueMap (java.base@16.0.2)
 694:             4             64  java.lang.Float (java.base@16.0.2)
 695:             2             64  java.lang.ref.ReferenceQueue$Null (java.base@16.0.2)
 696:             1             64  java.net.SocksSocketImpl (java.base@16.0.2)
 697:             1             64  java.security.SecureRandom (java.base@16.0.2)
 698:             2             64  java.time.format.DateTimeFormatterBuilder$TextPrinterParser (java.base@16.0.2)
 699:             2             64  java.time.temporal.IsoFields$Unit (java.base@16.0.2)
 700:             1             64  java.util.logging.LogManager$RootLogger (java.logging@16.0.2)
 701:             2             64  java.util.regex.Pattern$BnM (java.base@16.0.2)
 702:             4             64  jdk.internal.module.ServicesCatalog (java.base@16.0.2)
 703:             2             64  jdk.internal.reflect.UnsafeLongFieldAccessorImpl (java.base@16.0.2)
 704:             4             64  jdk.proxy2.$Proxy23 (jdk.proxy2)
 705:             4             64  jdk.proxy2.$Proxy4 (jdk.proxy2)
 706:             1             64  org.apache.maven.cli.MavenCli
 707:             2             64  org.apache.maven.model.merge.ModelMerger$MergingList
 708:             1             64  org.apache.maven.plugin.internal.DefaultMavenPluginManager
 709:             2             64  org.eclipse.sisu.inject.MildConcurrentKeys
 710:             2             64  org.eclipse.sisu.wire.MergedProperties
 711:             2             64  org.fusesource.jansi.io.FastBufferedOutputStream
 712:             2             64  sun.nio.fs.NativeBuffer (java.base@16.0.2)
 713:             2             64  sun.security.provider.FileInputStreamPool$StreamRef (java.base@16.0.2)
 714:             1             64  sun.security.provider.SHA2$SHA256 (java.base@16.0.2)
 715:             1             56  [Ljava.lang.Runnable; (java.base@16.0.2)
 716:             1             56  [Ljava.nio.file.StandardOpenOption; (java.base@16.0.2)
 717:             1             56  [Ljava.util.logging.Level; (java.logging@16.0.2)
 718:             1             56  [Lorg.apache.maven.shared.utils.logging.Style;
 719:             2             56  [Lorg.eclipse.sisu.plexus.PlexusBeanSource;
 720:             1             56  [Lorg.fusesource.jansi.Ansi$Color;
 721:             1             56  [[I (java.base@16.0.2)
 722:             1             56  java.lang.invoke.BoundMethodHandle$Specializer (java.base@16.0.2)
 723:             1             56  java.net.SocketPermission (java.base@16.0.2)
 724:             1             56  java.util.logging.LogManager (java.logging@16.0.2)
 725:             1             56  jdk.internal.org.objectweb.asm.Label (java.base@16.0.2)
 726:             1             56  org.apache.maven.project.artifact.DefaultProjectArtifactsCache$CacheKey
 727:             1             56  org.codehaus.mojo.exec.ExecJavaMojo$IsolatedThreadGroup
 728:             1             56  org.eclipse.aether.resolution.ArtifactDescriptorResult
 729:             1             56  org.mariadb.jdbc.MariaDbConnection
 730:             1             56  org.mariadb.jdbc.internal.io.input.StandardPacketInputStream
 731:             3             48  [Ljava.lang.StackTraceElement; (java.base@16.0.2)
 732:             3             48  [Ljava.lang.annotation.Annotation; (java.base@16.0.2)
 733:             1             48  [Ljava.math.RoundingMode; (java.base@16.0.2)
 734:             2             48  [Ljava.util.Map; (java.base@16.0.2)
 735:             1             48  [Ljava.util.concurrent.TimeUnit; (java.base@16.0.2)
 736:             1             48  Main
 737:             1             48  com.google.common.collect.EmptyImmutableListMultimap
 738:             1             48  com.google.common.collect.LinkedHashMultimap
 739:             1             48  com.google.common.collect.LinkedHashMultimap$ValueEntry
 740:             2             48  com.google.inject.internal.Annotations$AnnotationChecker
 741:             2             48  com.google.inject.internal.ConstructorInjectorStore
 742:             2             48  com.google.inject.internal.ConstructorInjectorStore$1
 743:             3             48  com.google.inject.internal.CycleDetectingLock$CycleDetectingLockFactory
 744:             2             48  com.google.inject.internal.InjectorImpl$InjectorOptions
 745:             2             48  com.google.inject.internal.InternalFlags$CustomClassLoadingOption
 746:             2             48  com.google.inject.internal.MembersInjectorStore
 747:             2             48  com.google.inject.internal.MembersInjectorStore$1
 748:             2             48  com.google.inject.internal.ProvisionListenerCallbackStore
 749:             2             48  com.google.inject.internal.WeakKeySet
 750:             2             48  com.google.inject.spi.ProvisionListenerBinding
 751:             2             48  com.google.inject.spi.TypeListenerBinding
 752:             2             48  java.io.File$PathStatus (java.base@16.0.2)
 753:             3             48  java.lang.ClassValue$Identity (java.base@16.0.2)
 754:             1             48  java.lang.NullPointerException (java.base@16.0.2)
 755:             1             48  java.lang.ProcessHandleImpl (java.base@16.0.2)
 756:             2             48  java.lang.StringCoding$Result (java.base@16.0.2)
 757:             1             48  java.lang.invoke.BoundMethodHandle$Specializer$Factory (java.base@16.0.2)
 758:             1             48  java.lang.invoke.BoundMethodHandle$Species_LLLLL (java.base@16.0.2)
 759:             2             48  java.lang.invoke.MethodHandles$Lookup$ClassOption (java.base@16.0.2)
 760:             2             48  java.lang.reflect.ReflectPermission (java.base@16.0.2)
 761:             3             48  java.nio.charset.CodingErrorAction (java.base@16.0.2)
 762:             2             48  java.sql.SQLPermission (java.sql@16.0.2)
 763:             3             48  java.text.AttributedCharacterIterator$Attribute (java.base@16.0.2)
 764:             2             48  java.time.format.DateTimeFormatterBuilder$1 (java.base@16.0.2)
 765:             2             48  java.time.format.DateTimeTextProvider$LocaleStore (java.base@16.0.2)
 766:             3             48  java.util.ResourceBundle$NoFallbackControl (java.base@16.0.2)
 767:             2             48  java.util.concurrent.ConcurrentHashMap$KeySetView (java.base@16.0.2)
 768:             2             48  java.util.concurrent.ConcurrentLinkedQueue (java.base@16.0.2)
 769:             2             48  java.util.concurrent.ConcurrentLinkedQueue$Node (java.base@16.0.2)
 770:             1             48  java.util.concurrent.ConcurrentSkipListMap (java.base@16.0.2)
 771:             2             48  java.util.concurrent.ConcurrentSkipListMap$Node (java.base@16.0.2)
 772:             2             48  java.util.concurrent.LinkedBlockingQueue$Node (java.base@16.0.2)
 773:             2             48  java.util.logging.Logger$LoggerBundle (java.logging@16.0.2)
 774:             2             48  java.util.logging.LoggingPermission (java.logging@16.0.2)
 775:             2             48  java.util.regex.Pattern$$Lambda$46/0x0000000800c7cac8 (java.base@16.0.2)
 776:             2             48  java.util.regex.Pattern$Ques (java.base@16.0.2)
 777:             1             48  jdk.internal.icu.util.CodePointTrie$Fast16 (java.base@16.0.2)
 778:             2             48  jdk.internal.icu.util.CodePointTrie$Type (java.base@16.0.2)
 779:             1             48  jdk.internal.jimage.ImageHeader (java.base@16.0.2)
 780:             2             48  jdk.internal.loader.URLClassPath$FileLoader (java.base@16.0.2)
 781:             2             48  jdk.internal.misc.Signal$NativeHandler (java.base@16.0.2)
 782:             3             48  jdk.proxy2.$Proxy17 (jdk.proxy2)
 783:             3             48  jdk.proxy2.$Proxy19 (jdk.proxy2)
 784:             3             48  jdk.proxy2.$Proxy21 (jdk.proxy2)
 785:             1             48  org.apache.maven.DefaultMaven
 786:             1             48  org.apache.maven.artifact.resolver.DefaultArtifactResolver
 787:             1             48  org.apache.maven.cli.CliRequest
 788:             1             48  org.apache.maven.internal.aether.DefaultRepositorySystemSessionFactory
 789:             1             48  org.apache.maven.lifecycle.internal.DefaultLifecycleExecutionPlanCalculator
